"account_id","id","name","text_tracks[0].label","text_tracks[1].label","text_tracks[2].label","text_tracks[3].label","text_tracks[4].label","text_tracks[5].label","text_tracks[6].label","text_tracks[7].label","text_tracks[8].label","text_tracks[9].label","text_tracks[10].label","text_tracks[11].label","text_tracks[12].label","text_tracks[13].label","text_tracks[14].label","text_tracks[15].label","text_tracks[16].label","text_tracks[17].label","text_tracks[18].label"
"5152706219001","5211443850001","Table Lock, Unlock, Assist","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211451776001","Table Positioning for ISO Center","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211457904001","Pairing Wireless Sensors","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211452991001","Paring Table & Vision Cart","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211459415001","Leveling Table","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211457916001","Secure Patient to Table ","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211453004001","Docking and Targeting","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211461532001","Turn On/Off","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211458739001","Anesthesia On/Off","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211451789001","OR Staff On/Off","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211461535001","Surgeon Pause","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211458757001","Anesthesia Cancel","Czech","Danish","German","English","Spanish","Finnish","French","French","Japanese","Korean","Dutch","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[16]","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5211453026001","Patient Clearance","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5213101625001","Introduction","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5213098314001","Installation","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5213101629001","1019406-03rA XI SMALL CLIP APPLIER VIDEO - SURGEON CONTROL","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5251106965001","Patient Cart Overview","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5251090680001","Surgeon Console Overview","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5251086338001","Vision Cart Overview","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5251106970001","Find Xi Software Version","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Turkish","Chinese-S","Chinese-T","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5270707551001","Instrument Exchange","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-T","ERROR: index error using key -> text_tracks[16]","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5270709387001","Instrument Insertion","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-T","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5270709388001","Instrument Arm Stow","Czech","Danish","German","English","Spanish","Finnish","French","Italian","Japanese","Korean","Dutch","Norwegian","Br Portuguese","Portuguese","Swedish","Turkish","Chinese-T","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5270756411001","Stapler Control Pedals","Japanese","ERROR: index error using key -> text_tracks[1]","ERROR: index error using key -> text_tracks[2]","ERROR: index error using key -> text_tracks[3]","ERROR: index error using key -> text_tracks[4]","ERROR: index error using key -> text_tracks[5]","ERROR: index error using key -> text_tracks[6]","ERROR: index error using key -> text_tracks[7]","ERROR: index error using key -> text_tracks[8]","ERROR: index error using key -> text_tracks[9]","ERROR: index error using key -> text_tracks[10]","ERROR: index error using key -> text_tracks[11]","ERROR: index error using key -> text_tracks[12]","ERROR: index error using key -> text_tracks[13]","ERROR: index error using key -> text_tracks[14]","ERROR: index error using key -> text_tracks[15]","ERROR: index error using key -> text_tracks[16]","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5270760550001","Stapler Reload Installation","Japanese","ERROR: index error using key -> text_tracks[1]","ERROR: index error using key -> text_tracks[2]","ERROR: index error using key -> text_tracks[3]","ERROR: index error using key -> text_tracks[4]","ERROR: index error using key -> text_tracks[5]","ERROR: index error using key -> text_tracks[6]","ERROR: index error using key -> text_tracks[7]","ERROR: index error using key -> text_tracks[8]","ERROR: index error using key -> text_tracks[9]","ERROR: index error using key -> text_tracks[10]","ERROR: index error using key -> text_tracks[11]","ERROR: index error using key -> text_tracks[12]","ERROR: index error using key -> text_tracks[13]","ERROR: index error using key -> text_tracks[14]","ERROR: index error using key -> text_tracks[15]","ERROR: index error using key -> text_tracks[16]","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5270756414001","Stapler Sheath Installation","Japanese","ERROR: index error using key -> text_tracks[1]","ERROR: index error using key -> text_tracks[2]","ERROR: index error using key -> text_tracks[3]","ERROR: index error using key -> text_tracks[4]","ERROR: index error using key -> text_tracks[5]","ERROR: index error using key -> text_tracks[6]","ERROR: index error using key -> text_tracks[7]","ERROR: index error using key -> text_tracks[8]","ERROR: index error using key -> text_tracks[9]","ERROR: index error using key -> text_tracks[10]","ERROR: index error using key -> text_tracks[11]","ERROR: index error using key -> text_tracks[12]","ERROR: index error using key -> text_tracks[13]","ERROR: index error using key -> text_tracks[14]","ERROR: index error using key -> text_tracks[15]","ERROR: index error using key -> text_tracks[16]","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5270757520001","Stapler Assembly","Japanese","ERROR: index error using key -> text_tracks[1]","ERROR: index error using key -> text_tracks[2]","ERROR: index error using key -> text_tracks[3]","ERROR: index error using key -> text_tracks[4]","ERROR: index error using key -> text_tracks[5]","ERROR: index error using key -> text_tracks[6]","ERROR: index error using key -> text_tracks[7]","ERROR: index error using key -> text_tracks[8]","ERROR: index error using key -> text_tracks[9]","ERROR: index error using key -> text_tracks[10]","ERROR: index error using key -> text_tracks[11]","ERROR: index error using key -> text_tracks[12]","ERROR: index error using key -> text_tracks[13]","ERROR: index error using key -> text_tracks[14]","ERROR: index error using key -> text_tracks[15]","ERROR: index error using key -> text_tracks[16]","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5270736801001","Vessel Sealer Overview","Japanese","ERROR: index error using key -> text_tracks[1]","ERROR: index error using key -> text_tracks[2]","ERROR: index error using key -> text_tracks[3]","ERROR: index error using key -> text_tracks[4]","ERROR: index error using key -> text_tracks[5]","ERROR: index error using key -> text_tracks[6]","ERROR: index error using key -> text_tracks[7]","ERROR: index error using key -> text_tracks[8]","ERROR: index error using key -> text_tracks[9]","ERROR: index error using key -> text_tracks[10]","ERROR: index error using key -> text_tracks[11]","ERROR: index error using key -> text_tracks[12]","ERROR: index error using key -> text_tracks[13]","ERROR: index error using key -> text_tracks[14]","ERROR: index error using key -> text_tracks[15]","ERROR: index error using key -> text_tracks[16]","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5270736802001","Stapler Clamp and Fire","Japanese","ERROR: index error using key -> text_tracks[1]","ERROR: index error using key -> text_tracks[2]","ERROR: index error using key -> text_tracks[3]","ERROR: index error using key -> text_tracks[4]","ERROR: index error using key -> text_tracks[5]","ERROR: index error using key -> text_tracks[6]","ERROR: index error using key -> text_tracks[7]","ERROR: index error using key -> text_tracks[8]","ERROR: index error using key -> text_tracks[9]","ERROR: index error using key -> text_tracks[10]","ERROR: index error using key -> text_tracks[11]","ERROR: index error using key -> text_tracks[12]","ERROR: index error using key -> text_tracks[13]","ERROR: index error using key -> text_tracks[14]","ERROR: index error using key -> text_tracks[15]","ERROR: index error using key -> text_tracks[16]","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
"5152706219001","5270751686001","Stapler Smart Clamp","Japanese","ERROR: index error using key -> text_tracks[1]","ERROR: index error using key -> text_tracks[2]","ERROR: index error using key -> text_tracks[3]","ERROR: index error using key -> text_tracks[4]","ERROR: index error using key -> text_tracks[5]","ERROR: index error using key -> text_tracks[6]","ERROR: index error using key -> text_tracks[7]","ERROR: index error using key -> text_tracks[8]","ERROR: index error using key -> text_tracks[9]","ERROR: index error using key -> text_tracks[10]","ERROR: index error using key -> text_tracks[11]","ERROR: index error using key -> text_tracks[12]","ERROR: index error using key -> text_tracks[13]","ERROR: index error using key -> text_tracks[14]","ERROR: index error using key -> text_tracks[15]","ERROR: index error using key -> text_tracks[16]","ERROR: index error using key -> text_tracks[17]","ERROR: index error using key -> text_tracks[18]"
